"n","n_has_availability_t","n_calendar_same_day","n_has_t_and_calendar_same_day","n_av365_sum0","n_av365_sum0_has_t","n_av365_sum0_calendar_same_day","n_av365_sum0_has_t_calendar_same_day"
1181,1180,1181,1180,43,42,43,42
