"group","n","distinct_ids","share_panel_a","share_panel_b","share_verified","share_source_previous_scrape","share_source_city_scrape","share_host_superhost_current","share_instant_bookable","share_has_availability","mean_avg_price","median_avg_price","p25_avg_price","p75_avg_price","mean_ex_avg","median_ex_avg","mean_price_diff","median_price_diff","mean_availability_30","mean_availability_90","mean_availability_365","mean_availability_365_sum_q","mean_number_reviews_ltm","median_number_reviews_ltm","share_number_reviews_ltm_zero","mean_ex_quarter_ltm","median_ex_quarter_ltm","share_ex_quarter_ltm_zero","mean_days_since_last_review","median_days_since_last_review","share_no_last_review","mean_minimum_nights","median_minimum_nights","mean_review_rating","median_running_scr"
"av365_sum0",1441,1099,0.154059680777238,0.0298403886190146,0.860513532269257,0.786259541984733,0.213740458015267,0.259541984732824,0.198473282442748,0.953504510756419,217.515961138099,185,133,250,223.330326162387,188,-0.0235820497833548,0,0,0,0,0,9.49618320610687,4,0.0506592643997224,10.7807078417765,5,0.00416377515614157,169.421235253296,151,0,21.7543372657876,30,4.78374739764053,4.95833333333333
"av365_sum_positive",31336,11220,0.297676793464386,0.0363160582078121,0.90793336737299,0.0253382690834823,0.974661730916518,0.448461833035486,0.192653816696451,0.999872351289252,222.180287847843,173,125,250,223.130153816696,175,-0.00593233093034406,0,11.8509701302017,47.0748659688537,227.898806484555,455.840726321164,11.6931963237171,4,0.0204237937196834,12.0826206280317,5,0.0175516977278529,111.11281674858,72,0,24.845130201685,30,4.76193208655135,4.85185185185185
