"panel","ex_super","condition","filter_id","filter","raw_n","spec","coef_conv","se_conv","pv_conv","coef_bc","se_robust","pv_robust","h_left","h_right","obs_h","error"
"panel_a","t","Q1Q2","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4385,"h020_010_fe",-0.0377664163578986,0.033974162257177,0.266300833902377,-0.0489348806933407,0.0521528969134183,0.348092057391504,0.2,0.1,986,""
"panel_a","t","Q1Q2","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4385,"h030_015_fe",-0.0181987179552198,0.0208346184843889,0.382399008030257,-0.0437027414460453,0.0337065206657501,0.194780426890446,0.3,0.15,1618,""
"panel_a","t","Q1Q2","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4385,"h040_020_fe",-0.0120403900360362,0.0181675824400037,0.507496859412645,-0.0394660741674513,0.0301384143309538,0.19036705277142,0.4,0.2,2283,""
"panel_a","t","Q1Q2","drop_any_target_previous_scrape","drop any target-month source=previous scrape",4385,"msetwo_no_fe",-0.0867781961997883,0.0513584886739116,0.0910937198249668,-0.0961745835649046,0.0636005480723305,0.13049164935461,0.0940381802477738,0.07716468030411,717,""
"panel_a","t","Q2Q3","baseline","baseline",5055,"msetwo_fe",-0.113171157214194,0.0690614551623932,0.101275299568386,-0.114111561814852,0.0817021138369042,0.162510360683746,0.0924593577436855,0.103236033797624,1033,""
"panel_a","t","Q2Q3","baseline","baseline",5055,"twomse_fe",-0.102025868674145,0.039518882290181,0.00983152210670075,-0.122667834367739,0.0608599628834894,0.0438444109171905,0.184918715487371,0.206472067595248,2617,""
"panel_a","t","Q2Q3","baseline","baseline",5055,"h020_010_fe",-0.103066495746048,0.0427082131001139,0.0158100557620622,-0.110497485782224,0.0645394778637487,0.0868798237851477,0.2,0.1,1028,""
"panel_a","t","Q2Q3","baseline","baseline",5055,"h030_015_fe",-0.0807944531251622,0.0281575047442739,0.00411283263504608,-0.118857035708108,0.0421529618149321,0.00480745027002552,0.3,0.15,1803,""
"panel_a","t","Q2Q3","baseline","baseline",5055,"h040_020_fe",-0.0696759544111976,0.0239891872959362,0.00367871558142787,-0.111492847043318,0.0370504756545845,0.00261923691697228,0.4,0.2,2568,""
"panel_a","t","Q2Q3","baseline","baseline",5055,"msetwo_no_fe",-0.219653213957385,0.059529363794429,0.000224404234022663,-0.267303552943102,0.0689495271200341,0.000105839123084606,0.158861256376328,0.128766359461977,1470,""
"panel_a","t","Q2Q3","drop_row_previous_scrape","drop row source=previous scrape",4936,"msetwo_fe",-0.122707428163323,0.0729320813046101,0.0924740465539587,-0.128251418686768,0.0856623499818954,0.134348063105249,0.0904056660116515,0.101406704678366,980,""
"panel_a","t","Q2Q3","drop_row_previous_scrape","drop row source=previous scrape",4936,"twomse_fe",-0.105485955799248,0.0408078720279778,0.00973955633566422,-0.133358014926038,0.0622366299054323,0.032132563429914,0.180811332023303,0.202813409356732,2520,""
"panel_a","t","Q2Q3","drop_row_previous_scrape","drop row source=previous scrape",4936,"h020_010_fe",-0.106604043189245,0.043778166010404,0.0148878333850919,-0.121712501724015,0.0654276645451863,0.0628486753331145,0.2,0.1,1005,""
"panel_a","t","Q2Q3","drop_row_previous_scrape","drop row source=previous scrape",4936,"h030_015_fe",-0.0850468357338937,0.0287482602394538,0.00309310972265993,-0.12227591745251,0.0429593103277153,0.00442278118700557,0.3,0.15,1763,""
